rank,gid,role,priority_score,why
11,100000005933757100,distributor,0.920267,Веерное распределение: 34 получателей (порог 10) (score 1.0000). наблюдаемый вход=1.246e+06 (вклад 0.2458); посредничество=0.00389279 (вклад 0.1994). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов.
12,100000002398779100,consolidator,0.909034,"Признаки консолидации: 13 отправителей (порог 5) (score 1.0000). наблюдаемый вход=1.09569e+06 (вклад 0.2443); роль=consolidator, score=1.0000 (вклад 0.2000). Рекомендуется проверить контрагентов и полноту исходящих переводов."
13,100000004070318100,coordinator,0.907771,"Связующий узел: посредничество ≥ p99, 8 других кластеров, 12 хабов (score 0.8404). роль=coordinator, score=0.8404 (вклад 0.2101); наблюдаемый вход=207247 (вклад 0.2001). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов."
14,100000003242289100,distributor,0.903971,Веерное распределение: 23 получателей (порог 10) (score 1.0000). наблюдаемый вход=550791 (вклад 0.2347); посредничество=0.00100135 (вклад 0.1966). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов.
15,100000004403675100,coordinator,0.893404,"Связующий узел: посредничество ≥ p99, 4 других кластеров, 3 хабов (score 0.8169). роль=coordinator, score=0.8169 (вклад 0.2042); посредничество=0.00278767 (вклад 0.1991). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов."
16,100000008489922100,distributor,0.891495,Веерное распределение: 36 получателей (порог 10) (score 1.0000). наблюдаемый вход=262010 (вклад 0.2093); посредничество=0.000872188 (вклад 0.1962). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов.
17,100000004156082100,distributor,0.890966,Веерное распределение: 26 получателей (порог 10) (score 1.0000). наблюдаемый вход=377366 (вклад 0.2221); посредничество=0.00204004 (вклад 0.1982). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов.
18,100000004351795100,coordinator,0.887304,"Связующий узел: посредничество ≥ p99, 5 других кластеров, 5 хабов (score 0.8701). роль=coordinator, score=0.8701 (вклад 0.2175); посредничество=0.00242852 (вклад 0.1986). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов."
19,100000008547948100,distributor,0.883140,Веерное распределение: 26 получателей (порог 10) (score 1.0000). наблюдаемый вход=212665 (вклад 0.2005); посредничество=0.00113221 (вклад 0.1969). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов.
20,100000002957787100,coordinator,0.881291,"Связующий узел: посредничество ≥ p99, 8 других кластеров, 3 хабов (score 0.9167). роль=coordinator, score=0.9167 (вклад 0.2292); посредничество=0.00427665 (вклад 0.1995). отдаёт больше наблюдаемого входа — вероятны внешние поступления. Рекомендуется проверить контрагентов и полноту исходящих переводов."
